City,Country,Latitude,Longitude,Population,Elevation,Timezone,GMT_offset
Fukagawa,Japan,43.70806,142.03917,26152,40,Asia/Tokyo,9
Fukayacho,Japan,36.2,139.28333,106595,35,Asia/Tokyo,9
Fukiage-fujimi,Japan,36.1,139.45,28334,20,Asia/Tokyo,9
Fukuchiyama,Japan,35.3,135.11667,68735,20,Asia/Tokyo,9
Fukuecho,Japan,32.69732,128.84561,26636,5,Asia/Tokyo,9
Fukui-shi,Japan,36.06443,136.22257,248707,15,Asia/Tokyo,9
Fukumitsu,Japan,36.55751,136.86945,19535,90,Asia/Tokyo,9
Fukuoka,Japan,33.6,130.41667,1392289,3,Asia/Tokyo,9
Fukura,Japan,34.25765,134.71535,18721,6,Asia/Tokyo,9
Fukuroi,Japan,34.75,137.91667,88395,11,Asia/Tokyo,9
Fukushima,Japan,37.75,140.46667,294237,77,Asia/Tokyo,9
Fukuyama,Japan,34.48333,133.36667,383298,7,Asia/Tokyo,9
Fulda,Germany,50.55162,9.67518,63760,265,Europe/Berlin,1
Fulham,United Kingdom,51.48026,-0.1993,87161,8,Europe/London,0
Fuli,"China, People's Republic of",46.72167,131.13944,59160,104,Asia/Shanghai,8
Fuling,"China, People's Republic of",29.70997,107.39391,166507,232,Asia/Shanghai,8
Fullerton,United States,33.87029,-117.92534,140847,52,America/Los_Angeles,-8
Fulwood,United Kingdom,53.35,-1.55,18233,306,Europe/London,0
Fuman,Iran,37.224,49.3125,27763,33,Asia/Tehran,3.5
Funafuti,Tuvalu,-8.52425,179.19417,4492,7,Pacific/Funafuti,12
Funaishikawa,Japan,36.46667,140.56667,35318,32,Asia/Tokyo,9
Funchal,Portugal,32.66568,-16.92547,100847,280,Atlantic/Madeira,0
Fundacion,Colombia,10.52066,-74.18504,59175,49,America/Bogota,-5
Fundong,Cameroon,6.25,10.26667,43509,1610,Africa/Douala,1
Funehikimachi-funehiki,Japan,37.44722,140.5771,23524,441,Asia/Tokyo,9
Funtua,Nigeria,11.52351,7.31174,136811,709,Africa/Lagos,1
Funza,Colombia,4.71638,-74.21195,54421,2548,America/Bogota,-5
Fuorigrotta,Italy,40.83333,14.2,71808,53,Europe/Rome,1
Fuqing,"China, People's Republic of",25.7294,119.37469,67397,17,Asia/Shanghai,8
Fuquay-Varina,United States,35.58432,-78.80001,23907,119,America/New_York,-5
Furmanov,Russia,57.25363,41.10849,38380,125,Europe/Moscow,3
Furth,Germany,49.47593,10.98856,112025,302,Europe/Berlin,1
Furukawa,Japan,38.57167,140.95556,76312,23,Asia/Tokyo,9
Furzedown,United Kingdom,51.42456,-0.14656,15504,39,Europe/London,0
Fusagasuga,Colombia,4.33646,-74.36378,88820,1717,America/Bogota,-5
Fushun,"China, People's Republic of",41.88669,123.94363,1400646,85,Asia/Shanghai,8
Fussa,Japan,35.73667,139.32361,56786,117,Asia/Tokyo,9
Futtsu,Japan,35.3108,139.81877,51650,5,Asia/Tokyo,9
Fuwwah,Egypt,31.20365,30.54908,63310,9,Africa/Cairo,2
Fuxin,"China, People's Republic of",42.01556,121.65889,689050,142,Asia/Shanghai,8
Fuyang,"China, People's Republic of",30.05333,115.81667,170023,22,Asia/Shanghai,8
Fuyu,"China, People's Republic of",45.18333,124.45731,138704,141,Asia/Shanghai,8
Fuyuan,"China, People's Republic of",48.36306,134.28917,30000,66,Asia/Shanghai,8
Fuzhou,"China, People's Republic of",26.06139,119.30611,3102421,14,Asia/Shanghai,8
Fylde,United Kingdom,53.83333,-2.91667,76500,22,Europe/London,0
Fyzabad,India,26.77549,82.15018,153047,106,Asia/Kolkata,5.5
"G'azalkent",Uzbekistan,41.55806,69.77083,24700,702,Asia/Tashkent,5
"G'ijduvon Shahri",Uzbekistan,40.10223,64.68226,41070,260,Asia/Samarkand,5
GJakovo,Croatia,45.30833,18.41056,19491,107,Europe/Zagreb,1
GJinh Van,Vietnam,11.78624,108.24282,16036,848,Asia/Ho_Chi_Minh,7
GJuc Trong,Vietnam,11.73559,108.3733,161232,939,Asia/Ho_Chi_Minh,7
G`uzor,Uzbekistan,38.62083,66.24806,25368,524,Asia/Samarkand,5
Ga-Rankuwa,South Africa,-25.61692,27.99471,68767,1246,Africa/Johannesburg,2
Gaalkacyo,Somalia,6.76972,47.43083,61200,288,Africa/Mogadishu,3
Gabes,Tunisia,33.88146,10.0982,110075,9,Africa/Tunis,1
Gaborone,Botswana,-24.65451,25.90859,208411,1011,Africa/Gaborone,2
Gabrovo,Bulgaria,42.87472,25.33417,66175,538,Europe/Sofia,2
Gadag,India,15.42977,75.62971,162569,655,Asia/Kolkata,5.5
Gadag-Betageri,India,15.4167,75.6167,172813,665,Asia/Kolkata,5.5
Gadarwara,India,22.9235,78.7849,41420,339,Asia/Kolkata,5.5
Gaddi Annaram,India,17.36687,78.5242,53622,492,Asia/Kolkata,5.5
Gadhada,India,21.96957,71.57828,28611,89,Asia/Kolkata,5.5
Gadhinglaj,India,16.22291,74.3501,26449,647,Asia/Kolkata,5.5
Gadsden,United States,34.01434,-86.00639,36084,168,America/Chicago,-6
Gadwal,India,16.23504,77.79556,55952,326,Asia/Kolkata,5.5
Gaesti,Romania,44.71667,25.31667,15037,186,Europe/Bucharest,2
Gaeta,Italy,41.21408,13.57082,19936,9,Europe/Rome,1
Gaevle,Sweden,60.67452,17.14174,74884,3,Europe/Stockholm,1
Gafargaon,Bangladesh,24.432,90.5585,34177,16,Asia/Dhaka,6
Gafsa,Tunisia,34.425,8.78417,81232,295,Africa/Tunis,1
Gagarin,Russia,55.55329,34.99684,28879,190,Europe/Moscow,3
Gagarin Shahri,Uzbekistan,40.66473,68.16768,24856,266,Asia/Samarkand,5
Gage Park,United States,41.79503,-87.69616,41202,183,America/Chicago,-6
Gaggenau,Germany,48.8,8.33333,29496,186,Europe/Berlin,1
Gagnoa,Ivory Coast,6.13193,-5.9506,123184,202,Africa/Abidjan,0
Gagny,France,48.88333,2.53333,38134,60,Europe/Paris,1
Gahanna,United States,40.01923,-82.87934,34590,244,America/New_York,-5
Gaigeturi,South Korea,33.46444,126.31833,23717,8,Asia/Seoul,9
Gaillimh,Ireland,53.27245,-9.05095,70686,10,Europe/Dublin,0
Gainesville,United States,29.65163,-82.32483,130128,233,America/Chicago,-5
Gainsborough,United Kingdom,53.38333,-0.76667,20842,11,Europe/London,0
Gaithersburg,United States,39.14344,-77.20137,67456,153,America/New_York,-5
Gajendragarh,India,15.73628,75.96976,29749,643,Asia/Kolkata,5.5
Gajraula,India,28.8457,78.2396,50380,213,Asia/Kolkata,5.5
Gajuwaka,India,17.7,83.21667,258944,17,Asia/Kolkata,5.5
Galaat el Andeless,Tunisia,37.0629,10.11829,15313,7,Africa/Tunis,1
Galanta,Slovakia,48.19001,17.72747,16365,119,Europe/Bratislava,1
Galaosiyo Shahri,Uzbekistan,39.85721,64.44641,15620,228,Asia/Samarkand,5
Galapa,Colombia,10.89686,-74.886,19732,92,America/Bogota,-5
Galapagar,Spain,40.5783,-4.00426,31820,883,Europe/Madrid,1
Galappo,Tanzania,-4.26667,35.85,18528,1379,Africa/Dar_es_Salaam,3
Galati,Romania,45.43687,28.05028,294087,24,Europe/Bucharest,2
Galatina,Italy,40.17416,18.17032,19569,83,Europe/Rome,1
Galatsi,Greece,38.01667,23.75,59345,177,Europe/Athens,2
Galdakao,Spain,43.23073,-2.8429,29226,57,Europe/Madrid,1
Galdar,Spain,28.14701,-15.6502,24405,148,Atlantic/Canary,0
Galesburg,United States,40.94782,-90.37124,31273,237,America/Chicago,-6
Galesong,Indonesia,-5.3166,119.3661,83050,12,Asia/Makassar,8
Galich,Russia,58.37884,42.34633,18594,110,Europe/Moscow,3
Gallarate,Italy,45.66019,8.79164,50439,245,Europe/Rome,1
Gallatin,United States,36.38838,-86.44666,34334,168,America/Chicago,-6
Galle,Sri Lanka,6.0461,80.2103,93118,24,Asia/Colombo,5.5
Galliate,Italy,45.47942,8.69815,15699,156,Europe/Rome,1
Gallipoli,Italy,40.05594,17.99088,19176,16,Europe/Rome,1
Gallup,United States,35.52808,-108.74258,23240,1985,America/Denver,-7
Gallus,Germany,50.10038,8.6295,39130,101,Europe/Berlin,1
Galt,United States,38.25464,-121.29995,25303,14,America/Los_Angeles,-8
Galveston,United States,29.30135,-94.7977,50180,5,America/Chicago,-6
Galvez,Argentina,-32.02927,-61.22103,18374,57,America/Argentina/Cordoba,-3
Gamagori,Japan,34.83333,137.23333,80786,23,Asia/Tokyo,9
Gambat,Pakistan,27.3517,68.5215,34005,53,Asia/Karachi,5
Gambela,Ethiopia,8.25,34.58333,42366,439,Africa/Addis_Ababa,3
Gambiran Satu,Indonesia,-8.3939,114.1464,22525,143,Asia/Jakarta,7
Gamboma,Republic of the Congo,-1.87639,15.86444,20877,366,Africa/Brazzaville,1
Gamboru,Nigeria,12.37299,14.2069,84672,291,Africa/Lagos,1
Gameleira,Brazil,-8.58444,-35.38667,19423,100,America/Recife,-3
Gamla Uppsala,Sweden,59.89817,17.63386,16231,34,Europe/Stockholm,1
Gamonal,Spain,42.35664,-3.67321,60000,867,Europe/Madrid,1
Gampengrejo,Indonesia,-7.76667,112.01667,49118,59,Asia/Jakarta,7
Gamping Lor,Indonesia,-7.79556,110.32639,66110,105,Asia/Jakarta,7
Gampola,Sri Lanka,7.1643,80.5696,24730,492,Asia/Colombo,5.5
Gan Yavne,Israel,31.78737,34.70659,22453,52,Asia/Jerusalem,2
Gandajika,Democratic Republic of the Congo,-6.74504,23.95328,154425,802,Africa/Lubumbashi,2
Gandarbal,India,34.22619,74.77478,16271,1593,Asia/Kolkata,5.5
Ganderkesee,Germany,53.03333,8.53333,31141,34,Europe/Berlin,1
Gandevi,India,20.81214,72.99811,16240,19,Asia/Kolkata,5.5
Gandhidham,India,23.08333,70.13333,166388,21,Asia/Kolkata,5.5
Gandhinagar,India,23.21667,72.68333,195985,54,Asia/Kolkata,5.5
Gandia,Spain,38.96667,-0.18333,80020,34,Europe/Madrid,1
Gandu,Brazil,-13.74389,-39.48667,21565,159,America/Bahia,-3
Ganei Tikva,Israel,32.05971,34.8732,16053,79,Asia/Jerusalem,2
Gangakher,India,18.96962,76.74946,46366,382,Asia/Kolkata,5.5
Ganganagar,India,29.92009,73.87496,231838,176,Asia/Kolkata,5.5
Gangapur,India,19.69718,74.26028,120115,262,Asia/Kolkata,5.5
Gangarampur,India,25.40138,88.52978,65316,32,Asia/Kolkata,5.5
Gangawati,India,15.4313,76.52933,106250,415,Asia/Kolkata,5.5
Ganghwa-gun,South Korea,37.74722,126.48556,25535,15,Asia/Seoul,9
Gangneung,South Korea,37.75266,128.87239,180611,77,Asia/Seoul,9
Gangoh,India,29.78004,77.26346,59519,268,Asia/Kolkata,5.5
Gangolli,India,13.65024,74.67072,15200,11,Asia/Kolkata,5.5
Gangshang,"China, People's Republic of",34.52147,118.11835,51114,44,Asia/Shanghai,8
Gangtok,India,27.32574,88.61216,30700,1654,Asia/Kolkata,5.5
Gangtou,"China, People's Republic of",34.31743,118.20719,39999,32,Asia/Shanghai,8
Ganj Dundwara,India,27.73308,78.94119,46314,173,Asia/Kolkata,5.5
Ganja,Azerbaijan,40.68278,46.36056,313300,417,Asia/Baku,4
Gannan,"China, People's Republic of",47.91472,123.50306,59239,188,Asia/Shanghai,8
Gannavaram,India,16.54092,80.80213,19410,29,Asia/Kolkata,5.5
Ganshoren,Belgium,50.87065,4.31531,24859,49,Europe/Brussels,1
Gantang,"China, People's Republic of",26.71556,109.76889,24000,137,Asia/Shanghai,8
Ganye,Nigeria,8.43497,12.05107,15178,484,Africa/Lagos,1
Ganzhou,"China, People's Republic of",25.84664,114.9326,1977253,117,Asia/Shanghai,8
Gao,Mali,16.27167,-0.04472,87000,257,Africa/Bamako,0
Gaogou,"China, People's Republic of",34.0175,119.18861,56214,5,Asia/Shanghai,8
Gaoliu,"China, People's Republic of",34.31667,118.5,48485,21,Asia/Shanghai,8
Gaomi,"China, People's Republic of",36.38333,119.75278,391986,24,Asia/Shanghai,8
Gaoping,"China, People's Republic of",30.77576,106.10294,204368,283,Asia/Shanghai,8
Gaoyou,"China, People's Republic of",32.78933,119.44182,90911,6,Asia/Shanghai,8
Gaozhou,"China, People's Republic of",21.91965,110.85678,292164,28,Asia/Shanghai,8
Gaozuo,"China, People's Republic of",33.90306,118.03972,43419,20,Asia/Shanghai,8
Gap,France,44.55858,6.07868,42715,741,Europe/Paris,1
Gapan,Philippines,15.3072,120.9464,79064,24,Asia/Manila,8
Gapyeong,South Korea,37.83101,127.51059,55415,67,Asia/Seoul,9
Garango,Burkina Faso,11.8,-0.55056,29076,304,Africa/Ouagadougou,0
Garanhuns,Brazil,-8.88202,-36.50216,110085,950,America/Recife,-3
Garbagnate Milanese,Italy,45.57438,9.07537,25974,179,Europe/Rome,1
Garbsen,Germany,52.41371,9.5899,63355,50,Europe/Berlin,1
Garca,Brazil,-22.21056,-49.65611,41302,678,America/Sao_Paulo,-3
Garches,France,48.84226,2.18232,18930,134,Europe/Paris,1
Garching bei Munchen,Germany,48.24896,11.65101,15303,485,Europe/Berlin,1
Garcia,Mexico,25.81201,-100.59874,93641,719,America/Monterrey,-6
Gardanne,France,43.45491,5.46913,21140,216,Europe/Paris,1
Garden City,United States,37.97169,-100.87266,22612,195,America/Chicago,-5
Garden Grove,United States,33.77391,-117.94145,175393,26,America/Los_Angeles,-8
Gardena,United States,33.88835,-118.30896,60447,18,America/Los_Angeles,-8
Gardez,Afghanistan,33.59744,69.22592,103601,2308,Asia/Kabul,4.5
Gardner,United States,38.81084,-71.99813,20333,325,America/Chicago,-5
Garfield,United States,40.88149,-74.1132,31802,12,America/New_York,-5
Garfield Heights,United States,41.417,-81.60596,28097,290,America/New_York,-5
Garges-les-Gonesse,France,48.96791,2.39781,39847,64,Europe/Paris,1
Gargzdai,Lithuania,55.70951,21.39441,16433,27,Europe/Vilnius,2
Garh Maharaja,Pakistan,30.83383,71.90491,29153,143,Asia/Karachi,5
Garhakota,India,23.7791,79.14321,28114,391,Asia/Kolkata,5.5
Garhmuktesar,India,28.78732,78.10214,37043,215,Asia/Kolkata,5.5
Garhshankar,India,31.21537,76.14149,16470,273,Asia/Kolkata,5.5
Garhwa,India,24.16002,83.80755,40662,203,Asia/Kolkata,5.5
Gariadhar,India,21.53889,71.57737,35692,98,Asia/Kolkata,5.5
Garibaldi,Brazil,-29.25611,-51.53361,30364,607,America/Sao_Paulo,-3
Garissa,Kenya,-0.45275,39.64601,67861,147,Africa/Nairobi,3
Garko,Nigeria,10.17506,11.16458,21141,470,Africa/Lagos,1
Garland,United States,32.91262,-96.63888,236897,174,America/Chicago,-6
Garmisch-Partenkirchen,Germany,47.49209,11.09576,26022,705,Europe/Berlin,1
Garner,United States,35.71126,-78.61417,28053,113,America/New_York,-5
Garoowe,Somalia,8.40207,48.48284,57300,465,Africa/Mogadishu,3
Garoua,Cameroon,9.30143,13.39771,436899,199,Africa/Douala,1
Garoua Boulai,Cameroon,5.88333,14.55,46615,1034,Africa/Douala,1
Gartenstadt,Germany,49.45937,8.40377,17745,96,Europe/Berlin,1
Garui,India,22.63333,88.4,16499,4,Asia/Kolkata,5.5
Garupa,Argentina,-27.48171,-55.82921,28814,108,America/Argentina/Cordoba,-3
Garwolin,Poland,51.89747,21.61466,15912,130,Europe/Warsaw,1
Gary,United States,41.59337,-87.34643,77156,185,America/Chicago,-6
Garzon,Colombia,2.19593,-75.62777,29451,834,America/Bogota,-5
Gashua,Nigeria,12.87398,11.04057,125817,339,Africa/Lagos,1
Gaspar,Brazil,-26.93139,-48.95889,33658,12,America/Sao_Paulo,-3
Gasteiz / Vitoria,Spain,42.84998,-2.67268,235661,547,Europe/Madrid,1
Gastonia,United States,35.26208,-81.1873,74543,249,America/New_York,-5
Gatak,Indonesia,-7.59083,110.70444,48959,144,Asia/Jakarta,7
Gatchina,Russia,59.57639,30.12833,89761,92,Europe/Moscow,3
Gates-North Gates,United States,43.16547,-77.70066,15138,170,America/New_York,-5
Gateshead,United Kingdom,54.96209,-1.60168,77649,53,Europe/London,0
Gatesville,United States,31.43516,-97.74391,15724,252,America/Chicago,-6
Gatineau,Canada,45.47723,-75.70164,242124,53,America/Toronto,-5
Gaur,Nepal,26.76448,85.27841,27325,76,Asia/Kathmandu,5.75
Gauribidanur,India,13.61072,77.51738,32447,690,Asia/Kolkata,5.5
Gauripur,India,26.08334,89.96118,24694,33,Asia/Kolkata,5.5
Gaurnadi,Bangladesh,22.97372,90.22376,40519,12,Asia/Dhaka,6
Gautier,United States,30.38575,-88.61169,18570,6,America/Chicago,-6
Gauting,Germany,48.06919,11.37703,19216,583,Europe/Berlin,1
Gava,Spain,41.30605,2.00123,45994,22,Europe/Madrid,1
Gavar,Armenia,40.35398,45.12386,21680,1953,Asia/Yerevan,4
Gavrilov-Yam,Russia,57.30185,39.85331,17351,103,Europe/Moscow,3
Gawler,Australia,-34.60251,138.74902,20006,57,Australia/Adelaide,10.5
Gay,Russia,51.4666,58.4552,41619,378,Asia/Yekaterinburg,5
Gaya,India,24.79686,85.00385,423692,117,Asia/Kolkata,5.5
Gaya,Niger,11.88435,3.44919,33051,177,Africa/Niamey,1
Gaya,Nigeria,11.86064,9.0027,20959,437,Africa/Lagos,1
Gaza,Palestinian Territory,31.50161,34.46672,410000,38,Asia/Gaza,2
Gaziantep,Turkey,37.05944,37.3825,1065975,842,Europe/Istanbul,3
Gazipasa,Turkey,36.26942,32.31792,18371,20,Europe/Istanbul,3
Gazojak,Turkmenistan,41.18746,61.4036,21021,123,Asia/Ashgabat,5
Gbadolite,Democratic Republic of the Congo,4.279,21.00284,50493,416,Africa/Kinshasa,1
Gbarnga,Liberia,6.99543,-9.47122,45835,253,Africa/Monrovia,0
Gbawe,Ghana,5.57692,-0.31038,44645,31,Africa/Accra,0
Gbongan,Nigeria,7.47734,4.35351,139485,236,Africa/Lagos,1
Gdansk,Poland,54.35227,18.64912,461865,8,Europe/Warsaw,1
Gdynia,Poland,54.51889,18.53188,253730,14,Europe/Warsaw,1
Gebog,Indonesia,-6.735,110.8444,43756,127,Asia/Jakarta,7
Gebre Guracha,Ethiopia,9.8,38.4,16583,2539,Africa/Addis_Ababa,3
Gebze,Turkey,40.80276,29.43068,281436,182,Europe/Istanbul,3
Gedangan,Indonesia,-7.39083,112.72667,79230,5,Asia/Jakarta,7
Gedera,Israel,31.81456,34.77998,26217,64,Asia/Jerusalem,2
Gediz,Turkey,38.99389,29.39131,22058,750,Europe/Istanbul,3
Geel,Belgium,51.16557,4.98917,34697,22,Europe/Brussels,1
Geelong,Australia,-38.14711,144.36069,226034,23,Australia/Melbourne,11
Geertruidenberg,Netherlands,51.70167,4.85694,20941,3,Europe/Amsterdam,1
Geesthacht,Germany,53.43575,10.3779,29487,26,Europe/Berlin,1
Geidam,Nigeria,12.89439,11.92649,41367,329,Africa/Lagos,1
Geidorf,Austria,47.08393,15.444,24767,374,Europe/Vienna,1
Geilenkirchen,Germany,50.96745,6.11763,28334,96,Europe/Berlin,1
Geiro,Tanzania,-6.15,36.86667,37909,1284,Africa/Dar_es_Salaam,3
Geislingen an der Steige,Germany,48.62423,9.82736,27962,426,Europe/Berlin,1
Geita,Tanzania,-2.8725,32.2325,40000,1268,Africa/Dar_es_Salaam,3
Gejiu,"China, People's Republic of",23.36085,103.15372,136135,1708,Asia/Shanghai,8
Gela,Italy,37.07381,14.24038,73854,33,Europe/Rome,1
Geldermalsen,Netherlands,51.88083,5.28889,25734,5,Europe/Amsterdam,1
Geldern,Germany,51.51908,6.32363,34013,28,Europe/Berlin,1
Geldrop,Netherlands,51.42167,5.55972,27900,21,Europe/Amsterdam,1
Geleen,Netherlands,50.97417,5.82917,32790,66,Europe/Amsterdam,1
Gelemso,Ethiopia,8.81667,40.51667,16065,1795,Africa/Addis_Ababa,3
Gelendzhik,Russia,44.5622,38.0848,50715,22,Europe/Moscow,3
Gelibolu,Turkey,40.41028,26.67083,25178,29,Europe/Istanbul,3
Gelligaer,United Kingdom,51.66444,-3.25611,17376,233,Europe/London,0
Gelnhausen,Germany,50.20164,9.18742,21881,139,Europe/Berlin,1
Gelsenkirchen,Germany,51.50508,7.09654,270028,48,Europe/Berlin,1
Gembloux,Belgium,50.56149,4.69889,21676,158,Europe/Brussels,1
Gembu,Nigeria,6.72556,11.25652,19881,1599,Africa/Lagos,1
Gemena,Democratic Republic of the Congo,3.25651,19.77234,117639,420,Africa/Kinshasa,1
Gemerek,Turkey,39.18342,36.07189,16916,1208,Europe/Istanbul,3
Gemert,Netherlands,51.55583,5.69028,15995,18,Europe/Amsterdam,1
Gemlik,Turkey,40.43094,29.15969,71063,5,Europe/Istanbul,3
Genc,Turkey,38.74773,40.55343,22493,1015,Europe/Istanbul,3
Geneina,Sudan,13.45262,22.44725,162981,797,Africa/Khartoum,2
General Jose de San Martin,Argentina,-26.53743,-59.34158,31758,81,America/Argentina/Cordoba,-3
General Mamerto Natividad,Philippines,15.6025,121.0515,18393,60,Asia/Manila,8
General Mosconi,Argentina,-22.59588,-63.81255,19811,481,America/Argentina/Salta,-3
General Pacheco,Argentina,-34.45256,-58.64312,43287,13,America/Argentina/Buenos_Aires,-3
General Pico,Argentina,-35.65662,-63.75682,57029,143,America/Argentina/Salta,-3
General Pinedo,Argentina,-27.31667,-61.28333,15741,95,America/Argentina/Cordoba,-3
General Roca,Argentina,-39.03333,-67.58333,73212,237,America/Argentina/Salta,-3
General Santos,Philippines,6.11278,125.17167,679588,22,Asia/Manila,8
General Tinio,Philippines,15.35075,121.04773,32875,55,Asia/Manila,8
General Trias,Philippines,14.38694,120.88167,96022,22,Asia/Manila,8
General Villegas,Argentina,-35.03285,-63.01252,16270,112,America/Argentina/Buenos_Aires,-3
Genet,Ethiopia,9.06667,38.5,23753,2402,Africa/Addis_Ababa,3
Geneva,United States,41.88753,-88.30535,21806,216,America/Chicago,-6
Geneve,Switzerland,46.20222,6.14569,183981,400,Europe/Zurich,1
Genhe,"China, People's Republic of",50.78333,121.51667,73631,713,Asia/Shanghai,8
Genk,Belgium,50.965,5.50082,63666,66,Europe/Brussels,1
Gennep,Netherlands,51.69833,5.97361,16642,14,Europe/Amsterdam,1
Gennevilliers,France,48.93333,2.3,42294,31,Europe/Paris,1
Genoa,Italy,44.40478,8.94439,580223,17,Europe/Rome,1
Gent,Belgium,51.05,3.71667,231493,10,Europe/Brussels,1
Gentbrugge,Belgium,51.03692,3.76509,15885,10,Europe/Brussels,1
Genteng,Indonesia,-8.36667,114.15,79652,172,Asia/Jakarta,7
Gentilly,France,48.81294,2.3417,15939,66,Europe/Paris,1
Genzano di Roma,Italy,41.70706,12.68904,20582,442,Europe/Rome,1
George Town,Cayman Islands,19.2866,-81.37436,29370,3,America/Cayman,-5
George Town,Malaysia,5.41123,100.33543,300000,14,Asia/Kuala_Lumpur,8
Georgetown,Guyana,6.80448,-58.15527,235017,3,America/Guyana,-4
Georgetown,United States,30.63269,-84.55883,32356,235,America/Chicago,-5
Georgievka,Kazakhstan,49.32671,81.57373,22047,425,Asia/Almaty,6
Georgiyevsk,Russia,44.15194,43.46972,72649,302,Europe/Moscow,3
Georgsmarienhuette,Germany,52.20296,8.0448,32580,117,Europe/Berlin,1
Gera,Germany,50.88029,12.08187,104659,203,Europe/Berlin,1
Geraardsbergen,Belgium,50.77343,3.88223,30807,32,Europe/Brussels,1
Gerakas,Greece,38.02277,23.8576,29939,250,Europe/Athens,2
